STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,SEX,Sex,AGE,Age,ACTIVITY,Economic activity,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2019-06,,63.23999,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2019-07,,63.4782,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2019-08,,63.62389,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2019-09,,64.31731,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2019-10,,64.06631,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2019-11,,64.07868,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2019-12,,63.71801,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-01,,63.25709,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-02,,63.79568,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-03,,63.2439,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-04,,55.92297,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-05,,57.32155,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-06,,58.46128,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-07,,59.16254,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-08,,60.38684,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-09,,60.36769,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-10,,61.1036,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-11,,60.5993,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2020-12,,60.32473,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-01,,59.95101,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-02,,60.96684,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-03,,61.37847,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-04,,61.49738,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-05,,62.05729,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-06,,61.39384,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-07,,62.00568,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-08,,62.19827,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-09,,62.87279,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-10,,62.74716,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-11,,62.72096,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2021-12,,62.60666,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-01,,62.92912,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-02,,63.41429,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-03,,63.7114,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-04,,63.8038,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-05,,63.93924,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-06,,62.98273,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-07,,63.35715,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-08,,62.85287,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-09,,63.51981,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-10,,63.63312,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-11,,63.88174,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2022-12,,63.94897,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-01,,63.80783,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-02,,63.52698,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-03,,63.89912,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-04,,63.92304,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-05,,64.02355,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-06,,63.65613,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-07,,64.04834,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-08,,64.3826,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-09,,64.89233,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-10,,64.83607,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-11,,64.78798,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y55T64,From 55 to 64 years,_Z,Not applicable,M,Monthly,2023-12,,64.10126,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-01,,44.80784,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-02,,44.77377,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-03,,46.28106,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-04,,46.49501,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-05,,47.30186,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-06,,50.13165,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-07,,51.85233,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-08,,49.01566,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-09,,46.80576,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-10,,48.59249,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,N,Neither seasonally adjusted nor calendar adjusted,_T,Total,Y15T24,From 15 to 24 years,_Z,Not applicable,M,Monthly,2014-11,,48.08947,,,,A,Normal value,0,Units,1,One
